ID,MP ID,MP name,party,city,row_number,invoice_reference,invoice_issue_date,provider,provider_U,product,purpose,purpose_CAT,payment_date,net_amount,VAT_amount,gross_amount,claimed_amount,links
2226,653,Móring József Attila,"FIDESZ,KDNP",Marcali,3.0,BI2SA 4323380,2014-04-01,Hanguru Kft.,HANGURU KFT,Hang- és fénytechnikai szolgáltatás,Kampányrendezvényen hang- és fénytechnikai szolgáltatás nyújtása 2014. április 5-én,,2014-04-03,200000.0,54000.0,254000.0,254000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfOGt1SGJJWlBDZkE/view?usp=drivesdk
2227,653,Móring József Attila,"FIDESZ,KDNP",Marcali,4.0,UK1SA 6925437,2014-04-01,Marcali Csarnok Szolgáltató Kft.,MARCALI CSARNOK SZOLGÁLTATÓ KFT,Terembérleti díj,Kampányrendezvény helyszín biztosítása 2014. április 5-én,K333,2014-04-03,80000.0,0.0,80000.0,80000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfOGt1SGJJWlBDZkE/view?usp=drivesdk
2228,653,Móring József Attila,"FIDESZ,KDNP",Marcali,5.0,14/000732,2014-03-28,Irodagép Kft.,IRODAGÉP KFT,Irodaszer beszerzés,Kampányszórólap sokszorosítása céljából nyomtatópatron (4db) és másolópapír (100+15 db) beszerzése,K312B,2014-03-31,157200.0,42444.0,199644.0,199644.0,https://drive.google.com/file/d/0B1ve-jHPt_yfOGt1SGJJWlBDZkE/view?usp=drivesdk
2229,653,Móring József Attila,"FIDESZ,KDNP",Marcali,6.0,BI2SA 2060371,2014-03-29,Kardos Attila,KARDOS ATTILA,Személyszállítás,"Kampányrendezvényre jelölt és segítőinek szállítása 2014. március 29-én, 45 fő részére",K341,2014-04-03,100000.0,27000.0,127000.0,127000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfOGt1SGJJWlBDZkE/view?usp=drivesdk
2272,1037,Karnis Gáborné,TEMPO,Vác,5.0,140469,2014-03-20,Sági és társa Halló M.,SÁGI ÉS TÁRSA HALLÓ M,írógépszalag,sokszorosítás,K312B,2014-03-20,1173.0,314.0,1490.0,1490.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2273,1037,Karnis Gáborné,TEMPO,Vác,6.0,GO14EM00009,2014-03-20,GRANITIC FASHION,GRANITIC FASHION,ruházat,csinosítás,K312E,2014-03-20,16765.0,4526.0,21280.0,21280.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2274,1037,Karnis Gáborné,TEMPO,Vác,7.0,NY9SB4252615,2014-03-19,MarosMark Kft,MAROSMARK KFT,épületbérlet,kampányösszejövetel,K333,2014-03-19,78740.0,21260.0,100000.0,100000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2206,1017,Keller László,FÜGGETLEN JELÖLT,Budakeszi,6.0,,2014-03-20,Sóskút Petrol,SÓSKÚT PETROL,ESZ-95 benzin,Üzemanyag,K312D,2014-03-20,,,16785.0,16785.0,https://drive.google.com/file/d/0B1ve-jHPt_yfcVNmM1lRZnZ6TXc/view?usp=drivesdk
2207,1017,Keller László,FÜGGETLEN JELÖLT,Budakeszi,7.0,,2014-04-04,Keller László,KELLER LÁSZLÓ,Visszautalás (előző sor érvénytelen),Számlahiány miatt,,2014-04-04,,,,,https://drive.google.com/file/d/0B1ve-jHPt_yfcVNmM1lRZnZ6TXc/view?usp=drivesdk
2221,1017,Keller László,FÜGGETLEN JELÖLT,Budakeszi,0.0,,,,,,,,,,,,,https://drive.google.com/file/d/0B1ve-jHPt_yfcVNmM1lRZnZ6TXc/view?usp=drivesdk
2222,1017,Keller László,FÜGGETLEN JELÖLT,Budakeszi,0.0,,,,,,,,,,,,,https://drive.google.com/file/d/0B1ve-jHPt_yfcVNmM1lRZnZ6TXc/view?usp=drivesdk
2223,1017,Keller László,FÜGGETLEN JELÖLT,Budakeszi,0.0,,,,,,,,2015-09-03,,,,,https://drive.google.com/file/d/0B1ve-jHPt_yfcVNmM1lRZnZ6TXc/view?usp=drivesdk
2192,745,Frank Tibor,A HAZA NEM ELADÓ MOZGALOM PÁRT,Kazincbarcika,6.0,00132267797,2014-03-19,telenor Magyarország Zrt.,TELENOR,Távközlési szolgáltatás,"Kampánytevékenység, képviselő progr.ism.",K322,2014-03-31,15300.0,4094.0,19394.0,19394.0,https://drive.google.com/file/d/0B1ve-jHPt_yfd3hWNW1UaU80NDQ/view?usp=drivesdk
2242,561,Kránitz László,"MSZP,EGYÜTT,DK,PM,MLP",Csorna,1.0,5558229,2014-03-05,ART-PR 2005.Kft,ART-PR 2005KFT,Plakát nyomtatás,A jelölt és programjának bemutatása. Politikai reklám K342,K342,2014-03-18,11900.0,3213.0,15113.0,15113.0,https://drive.google.com/file/d/0B1ve-jHPt_yfTjQzNlpWeno1OG8/view?usp=drivesdk
2243,561,Kránitz László,"MSZP,EGYÜTT,DK,PM,MLP",Csorna,2.0,1152818,2014-03-14,,,Kampányautó feliratozás,A jelölt programjának bemutatása. Politikai reklám K342,K342,2014-03-20,71000.0,0.0,71000.0,71000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfTjQzNlpWeno1OG8/view?usp=drivesdk
2244,561,Kránitz László,"MSZP,EGYÜTT,DK,PM,MLP",Csorna,3.0,2000007736,2014-03-14,RINGIER Kiadó Kft,RINGIER KIADÓ KFT,Szórólap készítés,A jelölt programjának bemutatása. Politikai reklám K342,K342,2014-03-21,87341.0,23582.0,110923.0,110923.0,https://drive.google.com/file/d/0B1ve-jHPt_yfTjQzNlpWeno1OG8/view?usp=drivesdk
2245,561,Kránitz László,"MSZP,EGYÜTT,DK,PM,MLP",Csorna,4.0,2014/00062,2014-03-13,Papírmanufaktúra Kft.,PAPÍRMANUFAKTÚRA KFT,Molinó nyomtatása,A jelölt és programjának bemutatása. Politikai reklám,K342,2014-03-25,169450.0,45752.0,215202.0,215202.0,https://drive.google.com/file/d/0B1ve-jHPt_yfTjQzNlpWeno1OG8/view?usp=drivesdk
2246,561,Kránitz László,"MSZP,EGYÜTT,DK,PM,MLP",Csorna,5.0,ZS2SA1091332,2014-03-07,Molnár TV.,Molnár TV.,Videofilm készítés,A jelölt és programjának bemutatása. Politikai reklám,K342,2014-03-25,196850.0,53150.0,250000.0,250000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfTjQzNlpWeno1OG8/view?usp=drivesdk
2247,561,Kránitz László,"MSZP,EGYÜTT,DK,PM,MLP",Csorna,6.0,ZS2SA1091333,2014-03-19,Molnár Tv.,Molnár TV.,Megjelenés a Rábaközi Magazinban,A jelölt és programjának bemutatása. Politikai reklám K342,K342,2014-03-25,82677.0,22323.0,105000.0,105000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfTjQzNlpWeno1OG8/view?usp=drivesdk
2248,561,Kránitz László,"MSZP,EGYÜTT,DK,PM,MLP",Csorna,7.0,321/2014,2014-03-24,Graffiti Kft.,GRAFFITI KFT,Hirdetési reklámfelület,A jelölt és programjának bemutatása. Politikai reklám K342,K342,2014-04-01,117600.0,31752.0,149352.0,149352.0,https://drive.google.com/file/d/0B1ve-jHPt_yfTjQzNlpWeno1OG8/view?usp=drivesdk
2249,561,Kránitz László,"MSZP,EGYÜTT,DK,PM,MLP",Csorna,8.0,682000059/0214/00021,2014-04-01,Office Depot Kft.,OFFICE DEPOT HUNGARY KFT,Irodaszer,A jelölt találkozása a választókkal K312,K312B,2014-04-01,10368.0,2799.0,13167.0,13167.0,https://drive.google.com/file/d/0B1ve-jHPt_yfTjQzNlpWeno1OG8/view?usp=drivesdk
2250,561,Kránitz László,"MSZP,EGYÜTT,DK,PM,MLP",Csorna,9.0,ZS2SA1091350,2014-04-01,Molnár TV.,Molnár TV.,Megjelenés a Rábaközi magazinban,A jelölt és programjának bemutatása. Politikai reklám K342,K342,2014-04-03,55118.0,14882.0,70000.0,70000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfTjQzNlpWeno1OG8/view?usp=drivesdk
2251,620,Kapornaki Szilveszter Márió,KTI,Hajdúszoboszló,1.0,NQ9SB587056,2014-03-12,Danubia-Soft Hungary Kft,DANUBIA-SOFT HUNGARY KFT,Molinó készítés,"10 db molinó, az egyéni választókerület minden településén kifüggesztve (a párt összesen 7 db-ot csináltatott, így szükség volt még erre, hogy településenként legalább 1db molinó ki legyen helyezve.",K342,2014-03-18,748030.0,201970.0,950000.0,950000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUzVlWUprQTItbk0/view?usp=drivesdk
2252,1037,Karnis Gáborné,TEMPO,Vác,17.0,AM83B9145120,2014-03-24,Kemence Önkorm.,KEMENCE ÖNKORM,Terembérleti díj,lakossági fórum,K333,2014-04-02,15000.0,0.0,15000.0,15000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2253,1037,Karnis Gáborné,TEMPO,Vác,18.0,AN2EA3774624,2014-04-03,DEICHMANN cipőbolt,DEICHMANN,"pénztárca, táska ",csinosítás,K312E,2014-04-03,15270.0,,15270.0,15270.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2254,1037,Karnis Gáborné,TEMPO,Vác,19.0,0290/00207,2014-04-02,Verőce Áruház,VERŐCE ÁRUHÁZ,élelmiszer,étkezés,K312A,2014-03-02,19280.0,6460.0,19280.0,19280.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2255,1037,Karnis Gáborné,TEMPO,Vác,20.0,4599/00300,2014-03-28,Mol Vác Dindal tér,MOL,benzin,közlekedés,K312D,2014-03-28,10248.0,3000.0,10248.0,10248.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2256,1037,Karnis Gáborné,TEMPO,Vác,21.0,K101001694,2014-04-02,Faludiné Kmeny Éva,FALUDINÉ KMENY ÉVA,élelmiszer,étkezés,K312A,2014-04-02,219.0,59.0,954.0,954.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2257,1037,Karnis Gáborné,TEMPO,Vác,22.0,0231/00071,2014-04-03,Z és Határ ABC,Z ÉS HATÁR ABC,élelmiszer,étkezés,K312A,2014-04-03,775.0,714.0,1489.0,1489.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2258,1037,Karnis Gáborné,TEMPO,Vác,23.0,2771/00116,2014-04-01,Mol Nagymaros,MOL,benzin,közlekedés,K312D,2014-04-01,10859.0,,10859.0,10859.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2259,1037,Karnis Gáborné,TEMPO,Vác,24.0,0780/00059,2014-04-03,Vácduna Patik Kft,VÁCDUNA PATIK KFT,gyógyszer+vitamin,egészségmegőrzés,K311B,2014-04-03,4694.0,2113.0,6807.0,6807.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2260,1037,Karnis Gáborné,TEMPO,Vác,9.0,2410/00172,2014-03-21,OVM Hungari Kft,OMV,diesel,kampányanyag szállítás,K312D,2014-03-21,17821.0,,17821.0,17821.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2261,1037,Karnis Gáborné,TEMPO,Vác,10.0,VE400010,2014-03-21,SDP Hungária Kft,SDP HUNGÁRIA KFT,"plakát,szórólap",Információterjesztés,K342,2014-04-02,48000.0,12960.0,60960.0,60960.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2262,1037,Karnis Gáborné,TEMPO,Vác,11.0,0221/00044,2014-03-23,UNGÁR és Társa Kft.,UNGÁR ÉS TÁRSA KFT,benzin,közlekedés,K312D,2014-03-23,10975.0,,10975.0,10975.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2263,1037,Karnis Gáborné,TEMPO,Vác,12.0,VE400025,2014-03-24,SDP Hungária Kft.,SDP HUNGÁRIA KFT,Plakát szórólap matrica,kampányinfó terjesztés,K342,2014-04-03,58540.0,14806.0,74346.0,74346.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2264,1037,Karnis Gáborné,TEMPO,Vác,13.0,1583/00233,2014-03-25,Galóca BT,GALÓCA BT,élelmiszer,étkezés,K312A,2014-03-25,2644.0,1276.0,4020.0,4020.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2265,1037,Karnis Gáborné,TEMPO,Vác,14.0,K2EB9871155,2014-03-24,Ivanov Gyula ,Ivanov Gyula ,cipő,csinosítás,K312E,2014-03-24,,,,15400.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2266,1037,Karnis Gáborné,TEMPO,Vác,15.0,3782/00026,2014-03-27,Salamander Hungary Kft,SALAMANDER HUNGARY KFT,cipő+kellék,csinosítás,K312E,2014-03-27,58160.0,,58160.0,58160.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2267,1037,Karnis Gáborné,TEMPO,Vác,16.0,Fsz25471,2014-03-28,GreenPapir ALLEE,GREENPAPIR ALLEE,ragasztók,kampányplakát ragasztás,K313,2014-03-25,4110.0,1112.0,5320.0,5320.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2268,1037,Karnis Gáborné,TEMPO,Vác,1.0,0216/00010,2014-03-18,Ungár és Társ.V,UNGÁR ÉS TÁRSA KFT,benzin,közlekedés,K312D,2014-03-18,3034.0,,3035.0,3035.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2269,1037,Karnis Gáborné,TEMPO,Vác,2.0,3475/00223,2014-03-18,MOL NyKT Nagymaros,MOL,benzin,közlekedés,K312D,2014-03-18,3638.0,,3638.0,3638.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2270,1037,Karnis Gáborné,TEMPO,Vác,3.0,AV400564,2014-03-18,LAVINA Szerviz Kft.,LAVINA SZERVIZ KFT,autóalkatrész,autójavítás,,2014-03-18,11265.0,,11265.0,11265.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
4390,879,Konyár Melinda,MKSZU,Dombóvár,8.0,4261/00142,2014-03-31,MOL NYRT,MOL,tempo diesel,utazás kampány,K312D,2014-03-31,,,,42690.0,https://drive.google.com/file/d/0B1ve-jHPt_yfLVRVREpzOGxkck0/view?usp=drivesdk
2275,1037,Karnis Gáborné,TEMPO,Vác,8.0,5028841,2014-03-20,Szuperinfó Media Hirdető,Szuperinfo,hirdetés reklám,politikai hirdetés,K342,2014-03-20,294000.0,79380.0,373380.0,373380.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2276,1037,Karnis Gáborné,TEMPO,Vác,5.0,2275/00085,2014-04-04,OMV Hungaria Kerencsén,OMV,üzemanyag,közlekedés,K312D,2014-04-04,12615.0,,12615.0,12615.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2277,1037,Karnis Gáborné,TEMPO,Vác,6.0,1077/0008802-KS-001536,2014-04-04,AUCHAN Kft.Budaőrs,AUCHAN,élelmiszer,étkezés,K312A,2014-04-04,18071.0,4186.0,22258.0,22258.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2278,1037,Karnis Gáborné,TEMPO,Vác,7.0,VE400029,2014-03-25,SOP Hungária Kft,SOP Hungária Kft,Plakát,kampány,K342,2014-03-25,63560.0,17161.0,80721.0,80721.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRU0yaWtIQm1ubU0/view?usp=drivesdk
2279,586,Mák_Beáta,SZDP,Orosháza,1.0,2014-1,2014-03-28,BRUMMER Kft,BRUMMER KFT,"SZÓRÓLAP, PLAKÁT","40000 db szórólap, 50 db plakát",K342,2014-04-02,732992.0,197908.0,930900.0,930900.0,https://drive.google.com/file/d/0B1ve-jHPt_yfYTcxMzJHSnBkd0U/view?usp=drivesdk
2280,586,Mák_Beáta,SZDP,Orosháza,2.0,000189,2014-04-01,CZÉDULA BT,CZÉDULA BT,HIRDETÉS,Hirdetés Orosházi Szuperinfó 2014.04.04,K342,2014-04-02,29400.0,7938.0,37338.0,37338.0,https://drive.google.com/file/d/0B1ve-jHPt_yfYTcxMzJHSnBkd0U/view?usp=drivesdk
2281,586,Mák_Beáta,SZDP,Orosháza,3.0,000010,2014-04-02,PRESSITIVE KFT,PRESSITIVE KFT,SZÓRÓLAP,"40000 db szórólap, 50 db plakát",K342,2014-04-02,25000.0,6750.0,31750.0,37750.0,https://drive.google.com/file/d/0B1ve-jHPt_yfYTcxMzJHSnBkd0U/view?usp=drivesdk
2282,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,1.0,15/2014,2014-03-12,JOKER-MIX,JOKER-MIX,gépjármű bérlet,közlekedési eszköz,K341,2014-03-12,12000.0,32400.0,152400.0,152400.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2283,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,2.0,1510/00159,2014-03-12,LUKOIL Magyarország Kft,LUKOIL,Üzemanyag,Közlekedés,K312D,2014-03-12,,,5000.0,5000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2284,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,3.0,1510/00228,2014-03-12,LUKOIL Magyarország Kft.,LUKOIL,Üzemanyag,"Közlekedés, szórólapozás",K312D,2014-03-12,,,18172.0,18172.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2285,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,4.0,1510/00229,2014-03-12,LUKOIL Magyarország Kft.,LUKOIL,Telefonkártya feltöltés,kommunikáció,K312D,2014-03-12,,,12000.0,12000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2286,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,5.0,HK/14/03-0000363,2014-03-12,Kőnig Kft,KŐNIG KFT,Terembérlet,Kampány nyitó,K333,2014-03-12,31496.0,8504.0,40000.0,40000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2287,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,6.0,11000996/2014,2014-03-13,Zala Papír Kft,ZALA PAPÍR KFT,Papírárú,Irodai,K312B,2014-03-13,7903.0,2134.0,10035.0,10035.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2288,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,7.0,1511/00317,2014-03-13,LUKOIL Magyarország Kft,LUKOIL,Üzemanyag,"Közlekedés, szórólapozás",K312D,2014-03-13,,,12084.0,12084.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2289,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,8.0,VOD210-14620309,2014-03-14,Vodafone Magyarország zrt.,VODAFONE,Telefonkártya feltöltés,kommunikáció,K322,2014-03-14,,,3000.0,3000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2292,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,11.0,1514/00106,2014-03-16,LUKOIL Magyarország Kft,LUKOIL,Üzemanyag,"Közlekedés, szórólapozás",K312D,2014-03-16,,,11971.0,11971.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2293,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,12.0,1514/00107,2014-03-16,LUKOIL Magyarország Kft,LUKOIL,Üzemanyag és telefonkártya feltöltés,"Közlekedés, szórólapozás, kommunikáció",K312D,2014-03-16,,,27000.0,27000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2294,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,13.0,1514/00356,2014-03-16,LUKOIL Magyarország Kft.,LUKOIL,Heti autópálya díj,Közlekedés,K341,2014-03-16,,,2975.0,2975.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2295,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,14.0,4603/00270,2014-03-17,MOL NYRT.,MOL,Üzemanyag,"Közlekedés, szórólapozás",K312D,2014-03-17,,3768.0,12996.0,12996.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2297,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,16.0,YK2EA 5213633,2014-03-18,"""RADICS"" VENDÉGLÁTÓIPARI KFT",RADICS VENDÉGLÁTÓIPARI KFT,Terembérlet,Kampányrendezvény,K333,2014-03-18,,,40000.0,40000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2298,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,17.0,405000114/0636/0019,2014-03-18,MÁZDA KFT.,MÁZDA KFT,Üzemanyag,"Közlekedés, szórólapozás",K312D,2014-03-18,,,28920.0,28920.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2299,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,18.0,601000043/4605/00014,2014-03-19,MOL  NYRT.,MOL,Üzemanyag,"Közlekedés, szórólapozás",K312D,2014-03-19,,2591.0,10000.0,10000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2300,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,19.0,YK2EA 5213637,2013-03-19,"""RADICS"" VENDÉGLÁTÓIPARI KFT.",RADICS VENDÉGLÁTÓIPARI KFT,Szálláshely szolgáltatás,Szálláshely,K333,2014-03-19,,,12670.0,12670.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2301,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,20.0,HK/14/03-0000395,2014-03-20,Kőnig Kft,KŐNIG KFT,Terembérlet,Kampány rendezvény,K333,2014-03-20,18110.0,4890.0,23000.0,23000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2303,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,22.0,YK2SA 3808905,2014-03-21,GIB HUNGARY KFT.,GIB HUNGARY KFT,Rendezvény terem bérlet,Kampány rendezvény ,K333,2014-03-21,21260.0,5740.0,27000.0,27000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2304,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,23.0,1519/00155,2014-03-21,LUKOIL Magyarország Kft.,LUKOIL,Üzemanyag,"Közlekedés, szórólapozás",K312D,2014-03-21,,,14978.0,14978.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2305,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,24.0,1519/00279,2014-03-21,LUKOIL Magyarország Kft.,LUKOIL,Üzemanyag,"Közlekedés, szórólapozás",K312D,2014-03-21,,,11972.0,11972.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2306,1112,Járási István,A HAZA NEM ELADÓ MOZGALOM PÁRT,Nagykanizsa,25.0,0210/00388,2014-03-22,MOBIL PETROL HUNGARY ZRT.,MOBIL PETROL,Üzemanyag,"Közlekedés, szórólapozás, ásványvíz",K312D,2014-03-22,18110.0,4890.0,23000.0,23000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZEZIUVJCek1yNXM/view?usp=drivesdk
2325,1026,Vécsey László,"FIDESZ,KDNP",Gödöllő,1.0,2014/00440/Ft,2014-03-06,Servitum Reklám Kft.,SERVITUM REKLÁM KFT,Hirdetőhenger bérlet,K342,K342,2014-03-19,120000.0,32400.0,152400.0,152400.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZmliV3c5eEYwLW8/view?usp=drivesdk
2326,1026,Vécsey László,"FIDESZ,KDNP",Gödöllő,2.0,2014/000092,2014-03-06,Lombos Nyomda Kft,LOMBOS NYOMDA KFT,Plakátok,K342,K312F,2014-03-13,129684.0,35015.0,164699.0,164699.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZmliV3c5eEYwLW8/view?usp=drivesdk
2327,1026,Vécsey László,"FIDESZ,KDNP",Gödöllő,3.0,NH80/2014,2014-03-10,Naphold-2006 Kft.,NAPHOLD-2006 KFT,Toner,K311/c,K312C,2014-03-25,29750.0,8033.0,37783.0,37783.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZmliV3c5eEYwLW8/view?usp=drivesdk
2328,1026,Vécsey László,"FIDESZ,KDNP",Gödöllő,4.0,VL1SA3054254,2014-03-28,,,Hirdetés SZJ:744012,K342,K342,2014-03-31,30000.0,8100.0,38100.0,38100.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZmliV3c5eEYwLW8/view?usp=drivesdk
2329,1026,Vécsey László,"FIDESZ,KDNP",Gödöllő,5.0,150066358,2014-03-28,Magyar Posta Zrt.,MAGYAR POST ZRT,Reklámkiadvány 20 g-ig,K337,K337,2014-04-01,194040.0,52391.0,246431.0,246431.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZmliV3c5eEYwLW8/view?usp=drivesdk
2330,1026,Vécsey László,"FIDESZ,KDNP",Gödöllő,6.0,150066360,2014-03-28,Magyar Posta Zrt.,MAGYAR POST ZRT,Reklámkiadvány 20 g-ig,K337,K337,2014-04-01,68600.0,18522.0,87122.0,87122.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZmliV3c5eEYwLW8/view?usp=drivesdk
2331,1026,Vécsey László,"FIDESZ,KDNP",Gödöllő,7.0,150066367,2014-03-28,Magyar Posta Zrt.,MAGYAR POST ZRT,Reklámkiadvány 20 g-ig,K337,K337,2014-04-01,61740.0,16670.0,78410.0,78410.0,https://drive.google.com/file/d/0B1ve-jHPt_yfZmliV3c5eEYwLW8/view?usp=drivesdk
