ID,MP ID,MP name,party,city,row_number,invoice_reference,invoice_issue_date,provider,provider_U,product,purpose,purpose_CAT,payment_date,net_amount,VAT_amount,gross_amount,claimed_amount,links
4557,807,Soós Miklósné,EGYIKSEM,Szigetvár,8.0,0941/00066,2014-04-02,benzinkút,BENZINKÚT,benzin,2 autó faluzás,K312D,2014-04-02,7863.0,2124.0,9987.0,9987.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4558,807,Soós Miklósné,EGYIKSEM,Szigetvár,9.0,0932/00047,2014-03-24,benzinkút,BENZINKÚT,benzin,1 autó falujárás,K312D,2014-03-24,3933.0,1062.0,4995.0,4995.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4559,807,Soós Miklósné,EGYIKSEM,Szigetvár,10.0,0934/00102,2014-03-26,benzinkút,BENZINKÚT,"benzin, gázolaj",2 autó falujárás,K312D,2014-03-26,8587.0,2319.0,10906.0,10906.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4560,807,Soós Miklósné,EGYIKSEM,Szigetvár,11.0,0934/00126,2014-03-26,benzinkút,BENZINKÚT,benzin,2 autó falujárás,K312D,2014-03-26,8271.0,2233.0,10504.0,10504.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4548,772,Adorján Béla,JOBBIK,Vásárosnamény,20.0,1109/00118,2014-04-03,SITI-TRANS KFT,SITI TRANS KFT,gázolaj,kampány útiköltség,K312D,,,,,55052.0,https://drive.google.com/file/d/0B1ve-jHPt_yfQ2xsdV9TX3V1azQ/view?usp=drivesdk
4549,772,Adorján Béla,JOBBIK,Vásárosnamény,21.0,1530/00387,2014-04-04,GROVI KFT.,GROVI KFT,ólmozatlan benzin,kampány útiköltség,K312D,,,,,14453.0,https://drive.google.com/file/d/0B1ve-jHPt_yfQ2xsdV9TX3V1azQ/view?usp=drivesdk
4561,807,Soós Miklósné,EGYIKSEM,Szigetvár,12.0,86782,2014-03-27,benzinkút,BENZINKÚT,benzin,1 autó falujárás,K312D,2014-03-27,3940.0,1065.0,5005.0,5005.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4562,807,Soós Miklósné,EGYIKSEM,Szigetvár,13.0,0936/00044,2014-03-28,benzinkút,BENZINKÚT,benzin,1 autó falujárás,K312D,2014-03-28,7867.0,2124.0,9991.0,9991.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4563,807,Soós Miklósné,EGYIKSEM,Szigetvár,14.0,0936/00127,2014-03-28,benzinkút,BENZINKÚT,"benzin, gázolaj",1 autó 1 teherautó járás,K312D,2014-03-28,8661.0,2338.0,10999.0,10999.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4564,807,Soós Miklósné,EGYIKSEM,Szigetvár,15.0,0936/00023,2014-03-28,benzinkút,BENZINKÚT,"benzin, gázolaj",1 autó 1 teherautő járás,K312D,2014-03-28,12579.0,3397.0,15976.0,15976.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4565,807,Soós Miklósné,EGYIKSEM,Szigetvár,16.0,86562,2014-03-14,benzinkut,BENZINKÚT,benzin,1 autó hazafelé,K312D,2014-03-14,7875.0,2126.0,10002.0,10002.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4566,807,Soós Miklósné,EGYIKSEM,Szigetvár,17.0,0018/00145,2014-03-15,benzinkút,BENZINKÚT,benzin,1 autó használat,K312D,2014-03-15,21806.0,5888.0,27694.0,27694.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4567,807,Soós Miklósné,EGYIKSEM,Szigetvár,18.0,0928/00015,2014-03-21,benzinkút,BENZINKÚT,benzin,2 autó használat,K312D,2014-03-20,8270.0,2234.0,10504.0,10504.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4568,807,Soós Miklósné,EGYIKSEM,Szigetvár,19.0,0920/00065,2014-03-20,benzinkút,BENZINKÚT,"benzin, gázolaj",1 motor 1 autó 1 kisbusz,K312D,2014-03-20,9440.0,2549.0,11989.0,11989.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4569,807,Soós Miklósné,EGYIKSEM,Szigetvár,20.0,0928/00072,2014-03-20,benzinkút,BENZINKÚT," benzin, gázolaj",1 autó 1 teher,K312D,2015-08-19,11799.0,3186.0,14985.0,14985.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4570,807,Soós Miklósné,EGYIKSEM,Szigetvár,21.0,86679,2014-03-21,benzinkút,BENZINKÚT,benzin,1 autó,K312D,2014-03-21,5037.0,1360.0,6397.0,6397.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4571,807,Soós Miklósné,EGYIKSEM,Szigetvár,22.0,0930/00010,2014-03-22,benzinkút,BENZINKÚT,benzin,2 autó,K312D,2014-03-22,11181.0,3019.0,14200.0,14200.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4572,807,Soós Miklósné,EGYIKSEM,Szigetvár,23.0,0930/00032,2014-03-22,benzinkút,BENZINKÚT,benzin,2 autó,K312D,2014-03-22,9463.0,2556.0,12019.0,12019.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4573,807,Soós Miklósné,EGYIKSEM,Szigetvár,24.0,0936/00023,2014-03-28,benzinkút,BENZINKÚT,"benzin, gázolaj",1 autó 1 teherautó járás,K312D,2014-03-28,12580.0,3396.0,15976.0,15976.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4574,807,Soós Miklósné,EGYIKSEM,Szigetvár,25.0,0936/00133,2014-03-28,benzinkut,BENZINKÚT,benzin,1 autó falujárás,K312D,2014-03-28,13298.0,3591.0,16889.0,16889.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4575,807,Soós Miklósné,EGYIKSEM,Szigetvár,26.0,0936/00136,2014-03-28,benzinkut,BENZINKÚT,benzin,1 autó falvak járása,K312D,2014-03-28,13665.0,3690.0,17355.0,17355.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4576,807,Soós Miklósné,EGYIKSEM,Szigetvár,27.0,0716/00064,2014-03-29,benzinkut,BENZINKÚT,benzin,1 autó városjárás,K312D,2014-03-29,11808.0,3189.0,14997.0,14997.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4577,807,Soós Miklósné,EGYIKSEM,Szigetvár,28.0,0938/00006,2014-03-30,benzinkut,BENZINKÚT,"benzin, gázolaj",1 kismotos 1 teher járás,K312D,2014-03-31,5513.0,1489.0,7002.0,7002.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4578,807,Soós Miklósné,EGYIKSEM,Szigetvár,29.0,0938/00093,2014-03-30,benzinkut,BENZINKÚT,benzin gázolaj,kismotor teherautó,K312D,2014-03-30,5903.0,1594.0,7497.0,7497.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4579,807,Soós Miklósné,EGYIKSEM,Szigetvár,30.0,0939/000058,2014-03-31,benzinkut,BENZINKÚT,benzin,kisteherfalujárása,K312D,2014-03-31,20844.0,5628.0,26472.0,26472.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4580,807,Soós Miklósné,EGYIKSEM,Szigetvár,31.0,0939/00056,2014-03-31,benzinkut,BENZINKÚT,benzin,1 autó falujárás,K312D,2014-03-31,7086.0,1915.0,9000.0,9000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfWmhDUnVRWXBhR2M/view?usp=drivesdk
4586,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,1.0,601000425/4490/0024,2014-03-16,MOL NYRT,MOL,benzin,utiktg,K312D,2014-03-16,,,15487.0,15487.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4587,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,2.0,N1-000086/14,2014-03-19,VideoPix Bt Repro Studió,VIDEOPIX BT REPRO STUDIÓ,reklám kiadvány készítés,kampányanyag nyomtatása,K342,2014-03-01,25000.0,6750.0,31750.0,31750.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4588,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,3.0,"VL1SA0795184
52800038-10305052",2014-03-20,Reflex Szociális Szövetkezet,REFLEX SZOCIÁLIS SZÖVETKEZET,bemutatkozó film készítése,kampányfilm készítése és sugárzása,K342,2014-03-20,,,150000.0,150000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4589,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,4.0,601000168/4031/00009,2014-03-22,MOL NYRT,MOL, benzin,utiktg-,K312D,2014-03-22,,,26449.0,26449.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4590,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,5.0,"14/00077
(63200119-14920585)",2014-03-25,Vasért-Tata Kft,VASÉRT-TATA KFT,terembérlet,Kerekegyháza lakossági fórum,K333,2014-03-28,31496.0,8504.0,40000.0,40000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4591,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,6.0,NQ9SB5453228,2014-03-26,MESTER_KEER Kft,MESTER KER KFT,óriásplakát,kampányplakát,K342,2014-04-02,251250.0,67837.0,319087.0,319087.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4592,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,7.0,CO8SA1199679,2014-04-06,FA-TÁNYÉR BT.,FA-TÁNYÉR BT,étkezés,ebéd kampánycsapatnak,K332A,2014-04-06,5905.0,1594.0,8500.0,8500.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4593,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,8.0,601000426/4538/00012,2014-03-27,MOL NYRT.,MOL,benzin,utiktg.,K312D,2014-03-27,,,20425.0,20425.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4594,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,9.0,A/733000071/2571/00004,2014-03-30,OMW Hungária Kft.,OMV,benzin+ autóp. m.,utiktg.,K312D,2014-03-30,12948.0,2975.0,15923.0,15923.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4595,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,10.0,6010000439/4189/00058,2014-04-02,MOL NYRT,MOL,benzin,utiktg.,K312D,2014-04-02,,,25001.0,25001.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4596,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,11.0,YK2SA8545279,2014-04-03,Szalai László,SZALAI LÁSZLÓ,Multimédia szolg.,kampányanyag nyomtatása és tervezése,,2014-04-03,11000.0,2970.0,13970.0,13970.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4597,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,12.0,WH1SA 4449220,2014-04-03,Cezar Étterem,CEZAR ÉTTEREM,fogyasztás,ebéd kampánycsapatnak,,2014-04-03,8268.0,2232.0,10500.0,10500.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4598,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,13.0,SZ1SA 2182677,2014-04-03,Hódi Zsuzsanna,Hódi Zsuzsanna,reklám és média,"autós...szórás
kampány tevékenység",K342,2014-04-03,,,150000.0,150000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4599,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,14.0,OQ0EF3515485,2014-04-04,Kővári György Szalki Fogadó,KŐVÁRI GYÖRGY SZALKI FOGADÓ,éttermi fogyasztás,ebéd kmpánycsapattal,K332,2014-04-04,,,9000.0,9000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4600,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,15.0,615000032/3052/00003,2014-04-05,Tesco Globál Zrt,TESCO ZRT,ital vásárlás,ital vásárlás kampányzárásra,K312A,2014-04-05,,,71800.0,71800.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4601,702,Gyöngyösi Márton Balázs,JOBBIK,Kecskemét,16.0,CP3EA 3613702,2014-04-05,Korona 6000 BT.,KORONA 6000 BT,vendéglátás,kampányzáró vacsora akampánycsapatnak,K332,2014-04-05,,,90000.0,90000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfRjM3eDlBQkhNejA/view?usp=drivesdk
4602,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,1.0,5040/00131,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap,plakát",K312D,2014-03-19,,,,5000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4603,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,2.0,5040/00134,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plakát",K312D,2014-03-19,,,,5000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4604,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,3.0,5040/00118,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plakát",K312D,2014-03-19,,,,7924.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4605,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,4.0,5040/00112,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plakát",K312D,2014-03-01,,,,4992.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4606,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,5.0,5040/00107,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plakát",K312D,2014-03-19,,,,5000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4607,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,6.0,5040/00091,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plakát",K312D,2014-03-19,,,,5520.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4608,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,7.0,5040/00079,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plakát",K312D,2014-03-19,,,,5999.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4609,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,8.0,5054/00148,2014-03-31,MOL-NYRT ,MOL,tankolás,"szórólap, plakát",K312D,2014-03-31,,,,5000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4610,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,9.0,5054/00135,2014-03-31,MOL NYRT,MOL,tankolás,"szórólap, plakát",K312D,2014-03-31,,,,10099.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4611,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,10.0,5054/00147,2014-03-31,MOL-NYRT,MOL,tankolás,"szórólap,plakát",K312D,2014-03-31,,,,4996.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4612,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,11.0,1152/00102,2014-03-22,ROBB OIL KFT,ROBB OIL KFT,tankolás,"szórólap, plakát",K312D,2014-03-22,,,,16061.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4613,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,12.0,1188/00003,2014-03-26,TESCO ZRT,TESCO ZRT,nyomtató patron,"sokszorosítás, másolás",K312C,2014-03-26,,,,6590.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4614,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,13.0,0314/00110,2014-03-28,TESCO ZRT,TESCO ZRT,eszköz beszerzés,plakátragasztás,,2014-03-28,,,,2132.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4615,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,14.0,5059/00112,2014-04-04,MOL-NYRT,MOL,tankolás,plakát pótlás,K312D,2014-04-04,,,,4000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4616,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,15.0,0958504,2014-03-25,"PLADÁNY, T-KÖZPONT","PLADÁNY, T-KÖZPONT",politikai hirdetés,újsághirdetés,K342,2014-03-25,,,,15240.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4617,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,16.0,5040/00061,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plakát",K312D,2014-03-19,,,,5000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4618,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,17.0,5040/00061,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plaká",K312D,2014-03-19,,,,5017.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4619,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,18.0,5040/00055,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plaká",K312D,2014-03-19,,,,5004.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4620,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,19.0,5040/00050,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plaká",K312D,2014-03-19,,,,5000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4582,997,Gomány Mihály,EU. ROM,Gödöllő,2.0,07WKS00430983,2014-03-27,Auchan Áru.,AUCHAN,Telefon,Elérhetőség miatt,K322,2014-03-27,1960.0,529.0,2490.0,2490.0,https://drive.google.com/file/d/0B1ve-jHPt_yfSlZFaXdjMW1GVWc/view?usp=drivesdk
4583,997,Gomány Mihály,EU. ROM,Gödöllő,3.0,646505986502,2014-03-30,ZARA Bolt,ZARA MAGYARORSZÁG KFT,Ruhanemű,Választ.megjel.,K312E,2014-03-30,7870.0,2125.0,9995.0,9995.0,https://drive.google.com/file/d/0B1ve-jHPt_yfSlZFaXdjMW1GVWc/view?usp=drivesdk
4584,997,Gomány Mihály,EU. ROM,Gödöllő,4.0,754000032/0655/00,2014-03-25,PIREX'98 Kft,PIREX '98 KFT,Irodai szerek,Jegyzetek,K312B,2014-03-25,1869.0,691.0,2560.0,2560.0,https://drive.google.com/file/d/0B1ve-jHPt_yfSlZFaXdjMW1GVWc/view?usp=drivesdk
4585,997,Gomány Mihály,EU. ROM,Gödöllő,5.0,2014/000024,2014-03-29,EVENTS ENTERTAINMENT KFT,EVENTS ENTERTAINMENT KFT,Kampányszervezés,Kampány szerv. és lebonyol.,K342,2014-03-29,771653.0,208346.0,979999.0,979999.0,https://drive.google.com/file/d/0B1ve-jHPt_yfSlZFaXdjMW1GVWc/view?usp=drivesdk
4621,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,20.0,5040/00025,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plaká",K312D,2014-03-19,,,,5000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4622,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,21.0,5040/00048,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plaká",K312D,2014-03-19,,,,5013.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4623,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,22.0,5034/00223,2014-03-14,MOL-NYRT,MOL,tankolás,"szórólap, plaká",K312D,2014-03-14,,,,17433.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4624,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,23.0,4261121,2014-03-01,MITNYAN TIBOR,MITNYAN TIBOR,"szervezés, bérlet",kampányrendezvény,K342,2014-03-01,,,,600000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4625,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,24.0,4261123,2014-03-05,MITNYAN TIBOR,MITNYAN TIBOR,"Őrzés, cédelem",személy védelem,,2014-03-05,,,,200000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4626,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,25.0,5033/00129,2014-03-13,MOL-NYRT,MOL,telefonköltség,kommunikációs kiadás,K322,2014-03-13,,,,9000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4627,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,26.0,5033/00131,2014-03-13,MOL-NYRT,MOL,telefon költség,kommunikációs kiadás,K322,2014-03-13,,,,3000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4628,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,27.0,5033/00134,2014-03-13,MOL-NYRT,MOL,telefon költség,kommunikációs kiadás,K322,2014-03-13,,,,3000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4629,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,28.0,5054/00150,2014-03-31,MOL-NYRT,MOL,tankolás,"szórólap, plakát",K312D,2014-03-31,,,,9963.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4630,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,29.0,5040/00150,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plakát",K312D,2014-03-19,,,,10000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4631,594,Horváth Csaba,FÜGGETLEN JELÖLT,Hajdúszoboszló,30.0,5040/00139,2014-03-19,MOL-NYRT,MOL,tankolás,"szórólap, plakát",K312D,2014-03-19,,,,14006.0,https://drive.google.com/file/d/0B1ve-jHPt_yfUC1XUE1EOGFKNjA/view?usp=drivesdk
4633,760,Varga Zoltán,MCP,Kisvárda,1.0,1333551,2014-03-23,Torma Üzletház,TORMA ÜZLETHÁZ,Papír-írószer,kampány elősegítése,K312A,2014-03-24,10677.0,2883.0,13560.0,13560.0,https://drive.google.com/file/d/0B1ve-jHPt_yfODY4bzZSOEhBQ1E/view?usp=drivesdk
4634,760,Varga Zoltán,MCP,Kisvárda,2.0,1333553,2014-03-26,Torma Üzletház,TORMA ÜZLETHÁZ,papír-írószer,Választás befolyásolása,K312A,2014-03-27,10299.0,2781.0,13080.0,13080.0,https://drive.google.com/file/d/0B1ve-jHPt_yfODY4bzZSOEhBQ1E/view?usp=drivesdk
4635,760,Varga Zoltán,MCP,Kisvárda,3.0,1333554,2014-03-28,Torma Üzletház,TORMA ÜZLETHÁZ,"papír-írószer,ragasztó",Választás befolyásolása,K312A,2014-03-28,43770.0,11818.0,55588.0,55588.0,https://drive.google.com/file/d/0B1ve-jHPt_yfODY4bzZSOEhBQ1E/view?usp=drivesdk
4639,760,Varga Zoltán,MCP,Kisvárda,1.0,1177624,2014-04-03,Torma Üzletház,TORMA ÜZLETHÁZ,Papír-írószer,"Irodaszer, Plakát-Reklámanyag",K312A,2014-04-03,92126.0,24874.0,117400.0,117400.0,https://drive.google.com/file/d/0B1ve-jHPt_yfODY4bzZSOEhBQ1E/view?usp=drivesdk
4644,760,Varga Zoltán,MCP,Kisvárda,3.0,1436/00187,2014-03-10,Sóstó Petrol Kft,Sóstó Petrol,kártyafeltöltés,kapcsolattartás,K312A,2014-03-10,12756.0,3444.0,16200.0,16200.0,https://drive.google.com/file/d/0B1ve-jHPt_yfODY4bzZSOEhBQ1E/view?usp=drivesdk
4645,760,Varga Zoltán,MCP,Kisvárda,4.0,2807407,2014-03-28,Photo-Hall Szaküzlet,PHOTO-HALL SZAKÜZLET,kártyafeltöltés,kapcsolattartás,K312D,2014-03-28,3937.0,1063.0,5000.0,5000.0,https://drive.google.com/file/d/0B1ve-jHPt_yfODY4bzZSOEhBQ1E/view?usp=drivesdk
4646,760,Varga Zoltán,MCP,Kisvárda,5.0,2807401,2014-03-24,Photo-Hall Szaküzlet,PHOTO-HALL SZAKÜZLET,kártyafeltöltés,kapcsolattartás,K312D,2014-03-24,10472.0,2828.0,13300.0,13300.0,https://drive.google.com/file/d/0B1ve-jHPt_yfODY4bzZSOEhBQ1E/view?usp=drivesdk
4647,760,Varga Zoltán,MCP,Kisvárda,6.0,0994/00322,2014-03-12,SHELL ZRT,SHELL,benzin+matrica,Települések és választók,K312D,2014-03-12,17448.0,4711.0,22159.0,22159.0,https://drive.google.com/file/d/0B1ve-jHPt_yfODY4bzZSOEhBQ1E/view?usp=drivesdk
